p (mbar),Tpot (K),rho (g/m**3),wd(deg)
985.7,279.12,1231.41,165.6
985.71,279.16,1231.21,188.7
985.7,279.15,1231.24,187.1
985.68,279.15,1231.23,189.2
985.72,279.12,1231.39,195.6
985.75,279.15,1231.25,189.2
985.76,279.17,1231.18,188.2
985.83,279.22,1230.99,183.7
985.82,279.22,1230.98,184.4
985.84,279.18,1231.2,195.7
985.89,279.17,1231.26,208.2
985.96,279.21,1231.14,222
985.95,279.21,1231.13,204.4
985.96,279.29,1230.76,215
985.98,279.38,1230.38,210
986.02,279.41,1230.28,221.2
986.02,279.44,1230.12,139.3
985.95,279.51,1229.72,161.2
985.95,279.63,1229.2,152.3
985.94,279.7,1228.83,158.2
985.93,279.75,1228.61,185
985.93,279.69,1228.88,204.9
986,279.69,1228.97,202.3
986.05,279.78,1228.65,182.5
986.12,279.89,1228.24,178.6
986.17,279.98,1227.89,153.6
986.22,279.91,1228.25,148.4
986.19,280.04,1227.55,146.9
986.22,280.11,1227.26,144.9
986.23,280.11,1227.3,146.6
986.23,280.21,1226.8,170.2
986.2,280.34,1226.15,170.9
986.19,280.62,1224.84,163.1
986.18,280.96,1223.28,186.5
986.2,281.02,1223.29,222.9
986.28,281.11,1223.05,224.7
986.36,281.08,1223.29,246
986.43,281.01,1223.65,257.2
986.4,281.12,1223.13,249.7
986.42,281.18,1222.86,235.6
986.45,281.12,1223.19,231.4
986.45,281.09,1223.31,288.3
986.53,281.02,1223.7,265.9
986.53,281.14,1223.14,252
986.5,281.33,1222.28,1.18
986.49,281.58,1221.14,329.2
986.43,281.76,1220.37,269.2
986.47,281.68,1220.76,286.5
986.55,281.58,1221.24,253.2
986.53,281.69,1220.68,236.8
986.51,281.73,1220.47,262.7
986.43,281.76,1220.32,295.9
986.5,281.72,1220.52,224.6
986.55,281.56,1221.32,231.1
986.64,281.48,1221.73,229.3
986.67,281.42,1222.07,242.8
986.69,281.41,1222.17,284.4
986.76,281.49,1221.77,245.5
986.73,281.47,1221.85,208.5
986.72,281.43,1221.95,225.4
986.69,281.41,1222.01,234
986.78,281.34,1222.42,236.2
986.83,281.28,1222.75,253.5
986.91,281.29,1222.87,249.1
987,281.18,1223.47,262.5
987.04,281.14,1223.71,263.5
987.12,281.24,1223.4,272.7
987.23,281.22,1223.58,265.2
987.31,281.21,1223.73,266
987.4,281.2,1223.82,270.7
987.5,281.17,1224,270.6
987.51,281.13,1224.16,269.6
987.54,281.08,1224.41,270.5
987.64,281.02,1224.76,262.3
987.67,280.86,1225.44,259.5
987.69,280.93,1225.15,263.9
987.72,280.94,1225.09,269.9
987.77,280.84,1225.53,337.1
987.8,280.36,1227.65,195.1
987.92,279.93,1229.69,232.7
988.01,279.92,1229.88,235.4
988.02,279.95,1229.87,342.7
988.05,280.07,1229.49,7.91
988.19,279.88,1230.46,331.7
988.3,279.56,1231.92,240.5
988.34,279.43,1232.49,256.4
988.45,279.4,1232.76,246.1
988.53,279.25,1233.44,239.4
988.52,279.48,1232.34,221.6
988.53,279.48,1232.35,218.3
988.49,279.48,1232.25,223.5
988.39,279.5,1232.06,46.24
988.45,279.48,1232.2,241.1
988.51,279.48,1232.22,241.6
988.49,279.51,1232.08,254.4
988.41,279.56,1231.83,212.3
988.53,279.28,1233.23,239.8
988.51,279.33,1232.94,250.3
988.49,279.29,1233.09,158.8
988.46,279.28,1233.07,42.25
988.48,279.13,1233.82,198.3
988.49,279.06,1234.12,233.3
988.43,279.05,1234.12,42.18
988.51,278.93,1234.71,198.9
988.56,278.74,1235.67,226.2
988.63,278.6,1236.35,235.6
988.69,278.48,1236.99,230.9
988.71,278.39,1237.42,227.1
988.72,278.4,1237.33,203.7
988.68,278.39,1237.36,209.6
988.69,278.36,1237.48,220.1
988.65,278.43,1237.13,308.6
988.64,278.39,1237.29,116.1
988.52,278.4,1237.14,123
988.51,278.37,1237.3,221.4
988.49,278.27,1237.73,218.4
988.51,278.24,1237.87,208.5
988.42,278.19,1238.04,238.6
988.52,278.19,1238.15,221.6
988.51,278.17,1238.22,232.8
988.46,278,1238.98,239.8
988.51,278.03,1238.89,236.2
988.51,278.03,1238.88,243.5
988.44,278.1,1238.47,237.7
988.42,278.13,1238.31,254
988.37,278.29,1237.53,242.3
988.25,278.55,1236.18,211.3
988.23,278.59,1235.99,0.43
988.19,278.63,1235.74,91.1
988.24,278.69,1235.53,99.3
988.26,278.65,1235.71,43.64
988.17,278.63,1235.73,31.71
988.14,278.66,1235.57,40.11
988.19,278.65,1235.66,40.69
988.21,278.67,1235.58,45.98
988.24,278.59,1235.98,36.01
988.32,278.53,1236.34,32.8
988.29,278.5,1236.48,35.79
988.3,278.53,1236.31,37.53
988.29,278.57,1236.15,34.84
988.3,278.56,1236.2,44.08
988.32,278.56,1236.22,42.44
988.33,278.57,1236.15,38.48
988.35,278.74,1235.37,132.9
988.35,278.71,1235.53,170.1
988.26,278.76,1235.2,204.4
988.31,278.75,1235.33,193.1
988.35,278.76,1235.32,233.8
988.38,278.75,1235.38,262.5
988.45,278.75,1235.42,225.5
988.44,278.81,1235.13,235.1
988.45,278.83,1235.07,164.5
988.4,278.75,1235.41,100.3
988.48,278.64,1236.01,145.1
988.55,278.66,1235.98,144.5
988.66,278.72,1235.77,165.9
988.69,278.79,1235.48,142.6
988.67,278.78,1235.54,138.8
988.72,278.91,1234.97,160.6
988.7,279.04,1234.34,208.3
988.76,279.18,1233.79,190.9
988.77,279.32,1233.18,121
988.85,279.37,1233.07,168.8
988.88,279.41,1232.93,163.3
988.87,279.5,1232.53,138.6
988.88,279.66,1231.82,135.5
988.92,279.9,1230.76,156.4
988.96,280.19,1229.47,162.5
989,280.32,1228.97,168.9
989.06,280.48,1228.25,163.5
988.98,280.76,1226.92,154.3
988.97,281.04,1225.66,198.7
988.91,281.15,1225.14,209.5
988.88,281.37,1224.11,127.9
988.84,281.52,1223.37,99.5
988.74,281.74,1222.31,180.3
988.63,282.01,1221.02,155.2
988.53,282.41,1219.14,117.8
988.5,282.38,1219.27,113.4
988.46,282.44,1218.96,156.5
988.38,282.74,1217.55,158
988.27,282.92,1216.63,107.9
988.13,282.8,1217.08,97.5
988.04,282.83,1216.86,87.2
987.98,283.16,1215.35,136.5
987.91,283.21,1215.11,91.7
987.89,283.16,1215.35,112.8
987.88,283.34,1214.51,168.5
987.82,283.53,1213.6,101.3
987.71,283.67,1212.91,67.54
987.66,283.87,1212.09,100.6
987.59,284.11,1211.01,63.34
987.52,283.87,1211.94,49.34
987.55,283.74,1212.51,38.64
987.62,283.87,1211.97,37.72
987.59,283.9,1211.82,46.41
987.54,284.05,1211.16,70.8
987.52,284.04,1211.14,57.8
987.52,284,1211.32,52.81
987.55,283.93,1211.66,44.32
987.61,283.83,1212.11,50.14
987.56,283.68,1212.7,43.68
987.63,283.54,1213.36,47.08
987.64,283.5,1213.53,53.08
987.61,283.47,1213.69,59.15
987.6,283.43,1213.86,60.18
987.54,283.36,1214.08,69.62
987.45,283.3,1214.3,58.04
987.4,283.18,1214.85,66
987.4,283.04,1215.43,61.8
987.47,282.91,1216.09,32.46
987.52,282.83,1216.48,23.94
987.5,282.82,1216.55,18.33
987.5,282.73,1216.94,28.02
987.57,282.7,1217.11,14.71
987.65,282.68,1217.26,8.47
987.64,282.63,1217.46,8.55
987.58,282.41,1218.36,6.98
987.58,282.24,1219.11,10.69
987.55,282.14,1219.53,22.54
987.6,282.06,1219.9,26.72
987.54,282.19,1219.32,32.92
987.44,282.01,1220.03,34.36
987.58,281.74,1221.34,21.19
987.64,281.55,1222.22,30.79
987.56,281.33,1223.14,27.83
987.51,281.14,1223.91,35.33
987.6,280.95,1224.85,62.78
987.67,280.91,1225.09,207.1
987.66,280.82,1225.52,192.2
987.71,280.7,1226.11,197.5
987.57,280.61,1226.4,199.2
987.65,280.53,1226.83,197.3
987.7,280.45,1227.24,200.3
987.57,280.38,1227.43,194.1
987.46,280.41,1227.24,266.4
987.53,280.42,1227.28,238.9
987.59,280.42,1227.34,255.1
987.81,280.43,1227.5,227.4
987.8,280.46,1227.34,182.7
987.83,280.38,1227.72,219.9
987.86,280.33,1227.98,233.6
987.83,280.29,1228.11,250.9
987.87,280.32,1228.04,281.2
987.78,280.31,1228,350.5
987.62,280.3,1227.91,85.4
987.43,280.09,1228.62,29.84
987.39,279.86,1229.65,2.83
987.43,279.73,1230.24,24.48
987.48,279.76,1230.16,29.07
987.56,279.66,1230.65,258.4
987.55,279.66,1230.65,325.3
987.32,279.73,1230.14,197.7
987.32,279.7,1230.25,3.25
987.41,279.75,1230.12,268.8
987.56,279.78,1230.09,4.46
987.67,279.88,1229.73,216.1
987.64,279.97,1229.31,56.07
987.56,279.86,1229.71,39.15
987.55,279.94,1229.36,195.1
987.62,279.89,1229.62,284
987.76,279.94,1229.54,228.4
987.79,279.98,1229.41,220.8
987.68,280.11,1228.73,161
987.56,280.21,1228.14,347.4
987.45,280.03,1228.89,35.21
987.45,279.82,1229.82,22
987.47,279.93,1229.34,353.2
987.62,280.05,1228.91,335.3
987.64,279.98,1229.23,224.6
987.63,279.82,1229.93,226.9
987.63,279.85,1229.8,214.9
987.61,279.9,1229.53,202.6
987.57,279.94,1229.33,208.4
987.53,279.9,1229.46,204.7
987.87,279.92,1229.68,230.1
988.21,280.11,1229.07,226.9
988.16,280.24,1228.47,221.3
988.14,280.25,1228.43,186.2
987.9,280.25,1228.18,100.7
987.98,280.04,1229.21,202.9
988.01,279.95,1229.6,212.5
988.07,279.91,1229.87,206.8
987.94,279.88,1229.87,220.5
987.71,280.05,1228.87,206.7
987.95,280.1,1228.81,215.6
987.97,280.22,1228.3,207.9
988.12,280.3,1228.07,207.1
987.97,280.38,1227.57,197.1
987.89,280.41,1227.4,208.1
987.93,280.35,1227.71,220.8
988.2,280.39,1227.73,328.6
988.28,280.58,1226.91,227.4
988.33,280.44,1227.61,205.8
988.06,280.46,1227.28,96.3
987.88,280.35,1227.65,29.01
988.1,280.31,1227.98,320.1
988.24,280.48,1227.29,12.49
988.46,280.41,1227.83,11.97
988.49,280.37,1228,17.71
988.61,280.44,1227.79,1.85
988.98,280.56,1227.55,1
988.95,280.45,1228.04,17.39
988.99,280.48,1227.98,15.09
988.98,280.61,1227.37,36.5
989.32,280.77,1226.91,43.65
989.39,281.01,1225.9,296.6
989.36,281.25,1224.8,32.07
989.41,281.14,1225.36,26.21
989.3,281.2,1224.98,36.76
989.22,281.32,1224.38,6.87
989.04,281.62,1222.88,30.62
988.98,281.71,1222.43,18.53
989.06,281.82,1222.03,14.9
989.28,282,1221.41,21.16
989.27,282.16,1220.66,40.66
989.27,282.21,1220.44,43.52
989.17,282.21,1220.34,42.53
988.99,282.27,1219.88,109.2
989.11,282.4,1219.41,231.6
989.22,282.59,1218.64,263.8
989.32,282.71,1218.22,302.5
989.31,282.74,1218.06,51.35
989.17,282.53,1218.88,68.1
988.98,282.28,1219.77,58.59
988.92,282.31,1219.56,3.04
989.01,282.53,1218.58,276.8
988.55,282.68,1217.48,61.63
988.35,282.68,1217.3,37.4
988.16,282.8,1216.55,79
988.07,282.84,1216.27,107.6
987.69,282.89,1215.71,30.67
987.65,282.93,1215.43,26.84
987.47,282.98,1215.05,15.88
987.62,282.93,1215.4,345.4
987.98,282.99,1215.41,340.1
988.05,283.05,1215.16,0.63
987.97,283.09,1214.9,10.31
987.72,283.15,1214.38,24.35
987.42,283.23,1213.7,29.82
987.6,283.23,1213.86,17.67
987.58,283.23,1213.83,33.92
987.65,283.22,1213.9,14.48
987.58,283.23,1213.81,23.66
987.5,283.19,1213.94,28.93
987.51,283.17,1214.04,23.31
987.38,283.18,1213.87,28.27
987.34,283.15,1213.96,21.14
987.38,283.2,1213.77,1.63
987.4,283.24,1213.61,356.5
987.56,283.18,1213.99,9.7
987.5,283.18,1213.96,12.75
987.54,283.17,1214.01,21.41
987.48,283.14,1214.12,28.87
987.55,283.1,1214.35,21.45
987.45,283.05,1214.5,18.07
987.37,283.09,1214.25,12.87
987.54,283.03,1214.65,4.85
987.6,283.03,1214.72,11.54
987.63,283.03,1214.75,6.9
987.69,283.02,1214.83,6.13
987.71,283.02,1214.85,4.3
987.98,283,1215.18,8.88
988.03,282.99,1215.24,12.44
988.06,282.99,1215.28,16.23
987.99,283,1215.19,13.48
987.93,282.95,1215.35,18.95
987.92,282.91,1215.52,19.72
987.83,282.88,1215.6,22.08
987.72,282.85,1215.65,28.18
987.76,282.79,1215.93,23.6
987.91,282.74,1216.3,20.88
988.2,282.71,1216.7,20.23
988.44,282.7,1216.95,15.86
988.37,282.69,1216.91,18.45
988.29,282.68,1216.91,18.61
988.28,282.64,1217.08,16.73
988.38,282.63,1217.2,19.98
988.56,282.61,1217.47,15.95
988.65,282.62,1217.49,37.62
988.66,282.5,1218.07,35.95
988.7,282.38,1218.68,34
988.63,282.25,1219.2,26.64
988.74,282.16,1219.71,28
988.74,282.05,1220.22,34.84
988.75,281.94,1220.74,27.63
988.75,281.93,1220.78,20.24
988.75,281.93,1220.78,19.91
988.71,281.93,1220.73,28.95
988.59,281.91,1220.72,39.71
988.6,281.81,1221.2,17.04
988.68,281.82,1221.25,3.79
988.57,281.88,1220.88,356.5
988.64,281.87,1220.96,355.3
988.88,281.88,1221.12,353.4
989.12,281.97,1220.9,353.1
989.19,282.02,1220.76,7.96
989.24,282.02,1220.78,24.67
989.25,281.98,1220.99,21.08
989.26,281.88,1221.47,15.85
989.31,281.78,1221.96,11.99
989.41,281.76,1222.17,352.9
989.55,281.75,1222.35,0.01
989.57,281.75,1222.33,333.4
989.46,281.77,1222.15,2.46
989.3,281.71,1222.33,37.35
989.23,281.64,1222.58,29.48
989.24,281.62,1222.67,0.11
989.44,281.66,1222.64,318.6
989.44,281.76,1222.17,315.6
989.37,281.76,1222.14,49.95
989.34,281.83,1221.78,18.4
989.41,281.79,1222.06,297.4
989.55,281.8,1222.14,237.5
989.52,281.89,1221.67,261.2
989.57,281.8,1222.12,219.7
989.61,281.83,1222.02,209.7
989.8,281.78,1222.44,231.1
990,281.76,1222.68,240.3
990.17,281.74,1222.89,262.2
990.13,281.86,1222.32,349.6
990.18,281.81,1222.58,4.48
990.12,281.81,1222.55,51.34
990.09,281.75,1222.79,42.06
990.05,281.7,1222.98,10.85
990.32,281.72,1223.11,341.1
990.52,281.76,1223.13,342.2
990.75,281.78,1223.23,354.4
990.76,281.83,1223,58.34
990.84,281.76,1223.39,20.88
991.08,281.74,1223.69,15.97
991.14,281.78,1223.57,38.22
991.28,281.84,1223.42,81.5
991.36,281.78,1223.76,40.4
991.58,281.74,1224.12,4.79
991.72,281.84,1223.78,210.7
991.87,281.8,1224.12,232.1
991.93,281.79,1224.2,322.4
992,281.76,1224.44,331.7
992.1,281.71,1224.76,344.3
992.3,281.75,1224.73,314.2
992.6,281.78,1224.88,333.6
992.98,281.83,1224.99,268.3
993.18,281.96,1224.53,266.6
993.37,281.98,1224.66,359.5
993.42,281.94,1224.87,14.38
993.57,281.97,1224.88,348.9
993.66,282.08,1224.44,300.7
993.82,282.12,1224.42,342.4
993.98,282.13,1224.54,20.59
994.14,282.18,1224.41,31.81
994.19,282.48,1223.05,115.8
994.37,282.51,1223.1,154.2
994.38,282.49,1223.15,146.8
994.41,282.58,1222.77,190.1
994.5,282.66,1222.53,215.3
994.59,282.91,1221.46,221.1
994.76,282.99,1221.29,208.8
994.67,283.07,1220.83,144.1
1003.87,285.28,1219.53,283.9
1003.87,285.48,1218.64,209.4
1004.18,285.48,1218.93,272.3
1003.99,285.3,1219.55,238.2
1003.85,285.16,1219.99,242.9
1003.89,285.18,1219.88,252.8
1004.08,285.25,1219.73,250
1004.17,285.28,1219.66,244.5
1004.13,285.32,1219.43,231.2
1004.01,285.24,1219.68,247.5
1004.02,285.37,1219.07,90.2
1004,285.39,1218.98,127.6
1003.98,285.32,1219.3,266.3
1004.02,285.28,1219.48,255.2
1004.13,285.22,1219.81,241.6
1004.15,285.2,1219.9,213.3
1004.09,285.25,1219.67,134.6
1003.98,285.22,1219.7,219.6
1004.09,285.05,1220.54,249.4
1004.08,284.97,1220.88,224.3
1004.17,284.88,1221.32,259.1
1004.08,284.88,1221.25,220.9
1004.1,284.83,1221.5,244.9
1004.09,284.8,1221.61,239
1004.11,284.76,1221.81,229.1
1004.19,284.72,1222.04,240.4
1004.27,284.67,1222.3,235
1004.33,284.61,1222.62,242
1004.38,284.56,1222.84,246.3
1004.33,284.58,1222.74,234.3
1004.43,284.54,1223,244.9
1004.58,284.53,1223.18,229.5
1004.64,284.54,1223.16,155.7
1004.93,284.58,1223.25,222.6
1004.94,284.62,1223.08,255.4
1004.94,284.56,1223.34,228
1004.94,284.49,1223.64,229.8
1004.82,284.5,1223.47,233.6
1004.84,284.5,1223.49,221.2
1004.83,284.45,1223.68,210.4
1004.84,284.43,1223.77,229.1
1004.9,284.42,1223.83,234.7
1004.89,284.42,1223.81,241.6
1004.95,284.42,1223.89,236.8
1004.91,284.42,1223.83,235.5
1004.86,284.43,1223.75,237.5
1004.79,284.43,1223.66,241.8
1004.78,284.45,1223.55,257.7
1004.76,284.43,1223.61,252.3
1004.8,284.43,1223.65,247.6
1004.73,284.45,1223.51,254.4
1004.71,284.53,1223.15,276.8
1004.71,284.58,1222.92,248.9
1004.8,284.62,1222.81,246.4
1004.89,284.65,1222.73,253.1
1004.79,284.65,1222.65,224.3
1004.85,284.67,1222.62,245.2
1004.99,284.65,1222.79,257.3
1004.95,284.64,1222.82,237.8
1004.95,284.63,1222.81,273.1
1004.78,284.49,1223.19,253.3
1004.8,284.47,1223.3,256.9
1004.88,284.53,1223.11,267.9
1004.81,284.63,1222.65,269.8
1004.84,284.63,1222.69,261.6
1004.98,284.62,1222.86,275.7
1005.07,284.6,1222.99,296.7
1005.09,284.51,1223.39,273.7
1005.09,284.4,1223.85,275
1005.01,284.25,1224.42,257.3
1004.97,284.17,1224.77,258.5
1004.97,284.16,1224.8,270.9
1004.91,284.1,1224.99,265.1
1004.9,284.04,1225.25,254.9
1004.95,284.02,1225.44,265.2
1004.94,284,1225.5,261.2
1004.97,283.94,1225.79,267.9
1004.96,283.83,1226.25,267.4
1004.97,283.71,1226.78,253.8
1004.86,283.7,1226.74,256.4
1004.8,283.69,1226.71,263.3
1004.65,283.61,1226.98,261.7
1004.53,283.51,1227.35,257.1
1004.4,283.44,1227.58,256.6
1004.35,283.39,1227.8,264.1
1004.34,283.34,1228.02,265
1004.34,283.28,1228.3,263.1
1004.32,283.23,1228.5,268.8
1004.34,283.26,1228.38,266.7
1004.33,283.19,1228.7,259.9
1004.4,283.08,1229.24,260.5
1004.49,283.03,1229.58,249.6
1004.49,283.04,1229.54,256.6
1004.47,283.09,1229.28,259.6
1004.46,283.1,1229.24,263.9
1004.36,283.08,1229.3,261.5
1004.34,283.09,1229.26,274.2
1004.26,283,1229.6,261.1
1004.28,282.95,1229.79,252.5
1004.31,282.94,1229.93,269.5
1004.37,282.77,1230.9,268.6
1004.4,282.48,1232.43,262.2
1004.54,282.2,1233.8,276.4
1004.59,281.94,1235.09,276.3
1004.6,281.72,1236.19,276.8
1004.6,281.58,1236.9,262.6
1004.62,281.48,1237.39,268.1
1004.73,281.35,1238.06,287.2
1004.83,281.19,1238.84,259.8
1004.85,281.09,1239.3,261.8
1004.93,281.04,1239.6,259
1005.06,281.05,1239.65,252
1005.11,281.1,1239.48,250.4
1005.25,281.1,1239.63,249.1
1005.48,281.07,1239.95,257.2
1005.52,281.12,1239.75,250.3
1005.48,281.11,1239.73,243.8
1005.54,281.11,1239.78,249.9
1005.62,281.26,1239.13,255.4
1005.67,281.56,1237.76,250.8
1005.72,282.07,1235.52,254.5
1005.84,282.27,1234.8,260.2
1005.95,282.15,1235.42,255.2
1005.97,282.2,1235.24,258.7
1005.96,282.21,1235.2,262.1
1005.85,282.3,1234.72,262.1
1005.83,282.41,1234.2,265
1005.72,282.57,1233.41,254.8
1005.65,283.03,1231.26,253.7
1005.66,283.36,1229.86,275.5
1005.6,283.09,1231.05,269.5
1005.58,282.95,1231.64,270.2
1005.51,282.99,1231.35,261.1
1005.68,283.19,1230.61,280
1005.73,283.27,1230.34,265.3
1005.71,283.2,1230.64,267.3
1005.73,283.28,1230.31,276.8
1005.56,283.37,1229.76,267.5
1005.61,283.27,1230.3,273.5
1005.38,283.3,1229.98,249.9
1005.26,283.41,1229.43,276.6
1005.19,283.44,1229.29,300.1
1005.08,283.62,1228.49,302.8
1005.1,283.42,1229.47,270.6
1005.2,283.63,1228.6,271.4
1005.07,283.92,1227.32,295
1005.06,283.77,1228.22,306.1
1005.01,283.9,1227.65,293
1005,283.52,1229.28,283.4
1004.93,283.25,1230.22,303.8
1004.8,283.07,1230.86,271.4
1004.56,283.51,1228.72,297.1
1004.41,283.96,1226.73,292.9
1004.2,284.01,1226.27,287.6
1004.16,284.63,1223.55,260.9
1004.13,284.75,1223.04,273.4
1004.1,284.82,1222.77,269
1004.1,284.72,1223.24,281.2
1004.07,284.32,1225.03,268.8
1004.06,284.17,1225.64,266.2
1004.21,283.64,1228.11,265.9
1004.17,283.34,1229.31,257.7
1004.21,283.36,1229.23,258.7
1004.24,283.28,1229.61,246.8
1004.22,283.12,1230.27,266.2
1004.23,283.01,1230.72,264.7
1004.19,282.92,1231.02,251.7
1004.22,282.8,1231.56,256.3
1004.2,282.75,1231.72,254.1
1004.17,282.67,1232.02,252.3
1004.24,282.59,1232.45,257.8
1004.3,282.48,1232.94,256.7
1004.32,282.42,1233.22,261.3
1004.18,282.36,1233.36,257.4
1004.24,282.31,1233.67,262.4
1004.21,282.26,1233.86,259.1
1004.2,282.15,1234.35,257.6
1004.27,282,1235.1,262.5
1004.31,281.86,1235.71,261
1004.45,281.74,1236.37,258.2
1004.45,281.8,1236.1,252.7
1004.37,281.86,1235.76,254.4
1004.32,281.88,1235.6,256.6
1004.27,281.95,1235.26,258.9
1004.24,281.88,1235.52,251.5
1004.15,281.88,1235.45,259.8
1004.14,281.84,1235.62,258.9
1004.11,281.92,1235.22,259.5
1004.22,281.91,1235.33,261
1004.32,281.82,1235.82,259.4
1004.35,281.76,1236.11,262.4
1004.35,281.7,1236.36,254.5
1004.34,281.61,1236.72,254.9
1004.33,281.6,1236.74,257.3
1004.3,281.61,1236.64,258.8
1004.24,281.58,1236.74,251.8
1004.33,281.54,1236.97,257.4
1004.23,281.52,1236.98,256.5
1004.14,281.46,1237.18,255.3
1004.22,281.41,1237.46,257.2
1004.23,281.42,1237.42,257.1
1004.23,281.44,1237.33,252.4
1004.25,281.48,1237.16,255.7
1004.35,281.53,1237.02,254.5
1004.38,281.54,1237,256.9
1004.4,281.54,1237.03,261.5
1004.35,281.54,1236.95,256.2
1004.31,281.54,1236.89,258
1004.31,281.54,1236.9,259.2
1004.33,281.54,1236.91,255.3
1004.35,281.54,1236.94,262
1004.32,281.54,1236.9,253.3
1004.33,281.46,1237.27,255.3
1004.27,281.4,1237.5,261.3
1004.31,281.31,1237.91,260
1004.26,281.25,1238.16,254.5
1004.17,281.18,1238.41,255.1
1003.99,281.13,1238.45,259.1
1003.8,281.12,1238.35,254.3
1003.75,281.12,1238.28,253.1
1003.68,281.12,1238.21,254.8
1003.59,281.13,1238.1,258.6
1003.69,281.13,1238.17,253.6
1003.62,281.13,1238.12,250.6
1003.47,281.14,1237.94,258.3
1003.34,281.17,1237.7,260.6
1003.31,281.22,1237.45,259.1
1003.3,281.23,1237.44,258
1003.17,281.24,1237.28,257.1
1003.05,281.25,1237.13,251.2
1003.04,281.25,1237.12,256.8
1003.1,281.28,1237.01,257.2
1002.99,281.25,1237.05,257
1002.9,281.21,1237.15,260.3
1002.84,281.18,1237.2,262.3
1002.86,281.09,1237.62,259.7
1002.87,281.03,1237.91,260.7
1002.86,280.98,1238.12,263.3
1002.81,280.92,1238.34,259.9
1002.78,280.89,1238.48,258.7
1002.82,280.86,1238.61,256.2
1002.97,280.93,1238.44,261.7
1003.06,280.96,1238.37,256.9
1002.96,280.92,1238.48,256.3
1002.97,280.91,1238.55,256.9
1002.98,280.92,1238.53,259
1002.89,280.94,1238.37,257.7
1002.85,280.93,1238.37,255.7
1002.81,280.94,1238.28,256.4
1002.83,280.99,1238.08,260.5
1002.75,281.01,1237.96,259.3
1002.84,281.05,1237.85,265.3
1002.87,281.02,1238.02,256.9
1002.74,280.94,1238.24,253.7
1002.68,280.88,1238.47,259.9
1002.84,280.89,1238.53,272.9
1003.03,280.92,1238.58,268.3
1003.01,280.91,1238.6,257.1
1003.09,280.93,1238.56,256.6
1003.17,280.97,1238.49,256.7
1003.26,280.99,1238.47,259.6
1003.29,281,1238.45,256.2
1003.25,281.05,1238.16,259.5
1003.36,281.12,1237.93,261
1003.41,281.15,1237.85,261.4
1003.39,281.23,1237.45,265.4
1003.38,281.31,1237.05,261
1003.38,281.39,1236.68,258.8
1003.27,281.51,1236.03,262.8
1003.22,281.69,1235.14,254
1003.18,281.9,1234.13,252.8
1003.23,282.04,1233.56,256.7
1003.16,282.14,1233.07,256.3
1003.22,282.28,1232.47,262.8
1003.23,282.54,1231.32,260.5
1003.24,282.57,1231.19,255.5
1003.27,282.42,1231.89,261.4
1003.27,282.3,1232.41,281.8
1003.26,282.3,1232.37,255.7
1003.22,282.28,1232.41,255.7
1003.26,282.22,1232.74,280.5
1003.34,282.04,1233.58,292
