p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd(deg)
992.99,0.8,274.51,-0.95,88,6.47,5.7,0.78,3.58,5.74,1259.94,3.81,5.85,32.33
993.15,0.8,274.5,-1.02,87.6,6.47,5.67,0.8,3.56,5.71,1260.15,4.25,6.17,28.06
993.36,0.8,274.48,-1.05,87.4,6.47,5.66,0.82,3.55,5.69,1260.43,3.28,5.41,28.37
993.55,0.8,274.46,-1.16,86.7,6.47,5.61,0.86,3.52,5.65,1260.69,3.96,6.27,25.7
993.71,0.8,274.45,-1.2,86.4,6.47,5.59,0.88,3.51,5.63,1260.89,3.61,6.33,22.24
993.92,0.8,274.44,-1.23,86.2,6.47,5.58,0.89,3.5,5.62,1261.15,3.79,5.27,28.23
994.06,0.8,274.43,-1.22,86.3,6.47,5.59,0.89,3.5,5.62,1261.33,3.62,5.37,27.3
994.2,0.8,274.41,-1.23,86.2,6.47,5.58,0.89,3.5,5.61,1261.52,2.9,4.13,23.71
994.36,0.8,274.4,-1.25,86.1,6.47,5.57,0.9,3.49,5.6,1261.74,3.42,5.01,22.83
994.5,0.8,274.39,-1.25,86.1,6.47,5.57,0.9,3.49,5.6,1261.92,3.74,5.89,23.96
994.65,0.76,274.34,-1.37,85.6,6.45,5.52,0.93,3.46,5.55,1262.31,4.49,6.21,27.13
994.83,0.79,274.36,-1.34,85.6,6.47,5.54,0.93,3.47,5.57,1262.37,3.85,5.53,32
994.96,0.73,274.29,-1.44,85.3,6.44,5.5,0.95,3.44,5.52,1262.83,4.13,6.83,30.36
995.08,0.72,274.27,-1.43,85.4,6.44,5.5,0.94,3.44,5.52,1263.03,4.41,5.93,25.4
995.21,0.67,274.21,-1.47,85.5,6.41,5.48,0.93,3.43,5.51,1263.43,3.76,5.29,26.48
995.32,0.67,274.19,-1.44,85.7,6.41,5.49,0.92,3.44,5.52,1263.59,3.49,5.93,25.59
995.44,0.67,274.19,-1.39,86,6.41,5.52,0.9,3.45,5.54,1263.71,3.25,5.41,25.8
995.66,0.67,274.17,-1.36,86.2,6.41,5.53,0.88,3.46,5.55,1264.02,3.44,4.77,26.54
995.8,0.66,274.15,-1.33,86.4,6.41,5.54,0.87,3.47,5.56,1264.21,3.1,4.93,31.19
995.9,0.67,274.15,-1.3,86.6,6.41,5.55,0.86,3.48,5.58,1264.3,2.92,4.81,26.19
996.03,0.71,274.18,-1.23,86.8,6.43,5.58,0.85,3.49,5.6,1264.26,2.57,3.81,43.15
996.14,0.75,274.21,-1.27,86.3,6.45,5.56,0.88,3.48,5.59,1264.25,3.2,5.33,40.66
996.24,0.79,274.24,-1.32,85.7,6.47,5.54,0.92,3.47,5.56,1264.19,3.31,4.81,40.56
996.37,0.79,274.24,-1.38,85.3,6.47,5.52,0.95,3.45,5.54,1264.35,3.06,4.33,47.9
996.47,0.8,274.24,-1.46,84.8,6.47,5.49,0.98,3.43,5.51,1264.45,3.34,4.49,42.95
996.63,0.81,274.23,-1.29,85.8,6.48,5.56,0.92,3.48,5.58,1264.6,2.36,3.43,42.18
996.73,0.77,274.18,-1.19,86.7,6.46,5.6,0.86,3.5,5.62,1264.88,2.77,4.05,29.6
996.82,0.66,274.07,-1.21,87.2,6.41,5.59,0.82,3.49,5.61,1265.49,2.82,3.93,31.22
996.88,0.56,273.97,-1.23,87.7,6.36,5.58,0.78,3.49,5.6,1266.03,3.04,4.09,30.5
996.98,0.44,273.83,-1.2,88.7,6.31,5.59,0.71,3.5,5.61,1266.73,3.5,5.53,37.24
997.1,0.39,273.78,-1.08,89.8,6.28,5.64,0.64,3.53,5.66,1267.06,2.91,4.13,30.72
997.15,0.39,273.78,-1.15,89.3,6.29,5.61,0.67,3.51,5.63,1267.14,3.3,4.25,29.18
997.31,0.37,273.74,-1.42,87.7,6.28,5.5,0.77,3.44,5.52,1267.49,4.2,5.63,24.52
997.36,0.4,273.76,-1.53,86.8,6.29,5.46,0.83,3.41,5.47,1267.46,3.66,5.61,31
997.48,0.4,273.75,-1.49,87.1,6.29,5.48,0.81,3.42,5.49,1267.6,3.42,5.25,26.34
997.5,0.4,273.75,-1.47,87.2,6.29,5.48,0.8,3.43,5.5,1267.63,2.92,4.01,30.37
997.59,0.4,273.75,-1.47,87.2,6.29,5.48,0.8,3.43,5.5,1267.74,3.06,4.21,26.67
997.51,0.37,273.73,-1.48,87.3,6.28,5.48,0.8,3.42,5.49,1267.76,3.27,4.69,28.05
997.55,0.34,273.69,-1.47,87.6,6.26,5.48,0.78,3.43,5.5,1267.98,3.09,4.09,35.19
997.6,0.3,273.65,-1.42,88.1,6.24,5.5,0.74,3.44,5.51,1268.18,3.18,4.77,33.96
997.61,0.24,273.58,-1.46,88.3,6.21,5.49,0.73,3.43,5.5,1268.51,4.14,5.57,29.18
997.58,0.2,273.55,-1.45,88.6,6.2,5.49,0.71,3.43,5.5,1268.65,3.37,4.53,35.77
997.61,0.2,273.55,-1.45,88.6,6.2,5.49,0.71,3.43,5.51,1268.66,3.1,4.69,38.77
997.59,0.2,273.55,-1.39,89,6.2,5.52,0.68,3.45,5.53,1268.64,3.23,5.37,39.58
997.51,0.22,273.57,-1.28,89.6,6.21,5.56,0.65,3.47,5.57,1268.44,2.93,4.13,46.62
997.55,0.13,273.48,-1.37,89.6,6.16,5.52,0.64,3.45,5.54,1268.93,3.94,5.73,38.56
997.61,0.03,273.37,-1.46,89.7,6.12,5.49,0.63,3.43,5.5,1269.48,3.66,5.55,38.48
997.61,-0.04,273.3,-1.52,89.7,6.09,5.46,0.63,3.41,5.47,1269.82,3.8,5.09,27.47
997.62,-0.07,273.28,-1.57,89.6,6.08,5.44,0.63,3.4,5.46,1269.97,3.29,4.41,28.21
997.64,-0.07,273.27,-1.6,89.4,6.08,5.43,0.64,3.39,5.45,1269.99,3.24,4.41,34.6
997.65,-0.08,273.27,-1.71,88.7,6.07,5.39,0.69,3.37,5.4,1270.06,3.6,5.29,37.4
997.65,-0.14,273.2,-1.83,88.3,6.05,5.34,0.71,3.34,5.35,1270.38,2.84,4.79,41.13
997.6,-0.21,273.14,-1.9,88.3,6.01,5.31,0.7,3.32,5.32,1270.66,2.75,3.81,38.2
997.53,-0.31,273.04,-1.98,88.4,5.97,5.28,0.69,3.3,5.29,1271.04,2.62,3.24,36.86
997.55,-0.43,272.92,-2.03,88.9,5.92,5.26,0.66,3.29,5.27,1271.65,2.34,2.96,31.19
997.61,-0.56,272.79,-2.09,89.3,5.86,5.24,0.63,3.27,5.25,1272.33,2.16,3.04,35.93
997.66,-0.7,272.64,-2.16,89.8,5.8,5.21,0.59,3.26,5.22,1273.07,1.93,2.56,32.79
997.73,-0.73,272.61,-2.17,89.9,5.79,5.21,0.58,3.25,5.22,1273.28,1.94,2.68,33.86
997.81,-0.79,272.54,-2.14,90.5,5.77,5.22,0.55,3.26,5.23,1273.66,2.13,2.78,35.13
997.84,-0.69,272.64,-2.12,90,5.81,5.23,0.58,3.26,5.24,1273.23,1.62,2.16,22.71
997.87,-0.64,272.69,-2.14,89.5,5.83,5.22,0.61,3.26,5.23,1273.05,2.01,2.9,26.24
997.97,-0.77,272.55,-2.05,91,5.77,5.25,0.52,3.28,5.27,1273.75,2.92,4.05,24.38
998.05,-0.85,272.46,-2.05,91.5,5.74,5.25,0.49,3.28,5.26,1274.24,3.2,4.33,20.27
998.14,-0.87,272.44,-2.1,91.3,5.73,5.23,0.5,3.27,5.24,1274.46,3.24,4.33,25.96
998.22,-0.86,272.44,-2.15,90.9,5.74,5.21,0.52,3.26,5.22,1274.5,2.16,2.88,23.79
998.16,-0.81,272.5,-2.19,90.3,5.76,5.2,0.56,3.25,5.21,1274.21,2.13,2.8,14.1
998.19,-0.77,272.53,-2.21,89.9,5.77,5.19,0.58,3.24,5.2,1274.09,2.13,3.04,6.5
998.22,-0.74,272.56,-2.25,89.4,5.79,5.17,0.61,3.23,5.18,1273.98,2.92,3.81,27.79
998.28,-0.69,272.6,-2.24,89.2,5.81,5.18,0.63,3.23,5.19,1273.84,3.12,4.41,34.35
998.35,-0.85,272.43,-2.25,90.2,5.74,5.18,0.56,3.23,5.18,1274.69,4.31,5.41,36.18
998.49,-0.99,272.28,-2.15,91.8,5.68,5.21,0.47,3.25,5.22,1275.5,3.56,4.89,28.85
998.58,-1,272.27,-2.05,92.5,5.68,5.25,0.43,3.28,5.26,1275.61,3.91,5.05,27.3
998.61,-1.02,272.25,-2.03,92.8,5.67,5.26,0.41,3.28,5.27,1275.75,3.62,4.85,32.85
998.7,-1,272.26,-2,92.9,5.67,5.27,0.4,3.29,5.28,1275.78,3.44,4.51,26.47
998.74,-1,272.26,-2,92.9,5.68,5.27,0.4,3.29,5.28,1275.82,3.61,4.57,26.68
998.71,-1.01,272.25,-2.02,92.8,5.67,5.26,0.41,3.29,5.27,1275.83,3.1,4.57,25.03
998.66,-1,272.26,-2.06,92.5,5.67,5.25,0.43,3.28,5.26,1275.75,3,4.29,24.43
998.76,-0.97,272.29,-2.07,92.2,5.69,5.25,0.44,3.27,5.25,1275.7,2.7,3.93,31.91
998.81,-0.99,272.26,-2.12,92,5.68,5.22,0.45,3.26,5.23,1275.91,2.73,3.45,31.44
998.79,-1.01,272.24,-2.07,92.5,5.67,5.25,0.43,3.27,5.25,1275.96,2.72,3.59,42.19
998.79,-1.13,272.13,-2.05,93.4,5.62,5.25,0.37,3.28,5.26,1276.5,2.96,3.89,28.38
998.78,-1.18,272.07,-2.02,94,5.6,5.26,0.34,3.29,5.27,1276.73,2.76,3.45,28.71
998.75,-1.12,272.14,-1.93,94.2,5.63,5.3,0.33,3.31,5.31,1276.39,2.63,3.45,34.8
998.74,-1.07,272.18,-1.87,94.3,5.65,5.32,0.32,3.32,5.33,1276.14,2.34,3.2,37.89
998.76,-1.07,272.19,-1.88,94.2,5.65,5.32,0.33,3.32,5.33,1276.14,2.71,3.45,39.4
998.8,-1.06,272.19,-1.85,94.3,5.65,5.33,0.32,3.33,5.34,1276.14,2.6,4.11,35.07
998.82,-0.95,272.31,-1.74,94.3,5.7,5.37,0.32,3.35,5.38,1275.62,1.76,3.77,38.62
998.83,-1.03,272.22,-1.87,94,5.66,5.32,0.34,3.32,5.33,1276.06,2.8,4.25,35.44
998.82,-1.03,272.22,-1.87,94,5.66,5.32,0.34,3.32,5.33,1276.05,3.18,4.93,39.78
998.77,-1.08,272.17,-1.92,94,5.64,5.3,0.34,3.31,5.31,1276.24,3.81,4.87,38.43
998.77,-1.14,272.11,-1.95,94.2,5.62,5.29,0.33,3.3,5.3,1276.52,3.53,4.85,33.15
998.87,-1.07,272.18,-1.83,94.5,5.65,5.34,0.31,3.33,5.34,1276.26,2.56,3.69,34.98
998.97,-1.06,272.18,-1.84,94.4,5.65,5.33,0.32,3.33,5.34,1276.37,2.18,3.23,29.05
999.07,-1.05,272.19,-1.81,94.5,5.66,5.35,0.31,3.34,5.35,1276.42,2.03,3.08,29.25
999.17,-0.96,272.27,-1.71,94.6,5.69,5.39,0.31,3.36,5.39,1276.11,1.81,2.48,41.81
999.13,-0.97,272.25,-1.75,94.4,5.69,5.37,0.32,3.35,5.37,1276.15,2.25,3.77,24.83
999.17,-1.01,272.22,-1.77,94.5,5.67,5.36,0.31,3.34,5.37,1276.36,2.01,3.21,26.47
999.23,-1,272.22,-1.76,94.6,5.68,5.37,0.31,3.35,5.37,1276.41,2.5,3.43,32.12
999.26,-1.06,272.16,-1.79,94.7,5.65,5.35,0.3,3.34,5.36,1276.71,1.96,2.96,16.96
999.35,-0.96,272.25,-1.64,95.1,5.69,5.41,0.28,3.38,5.42,1276.33,1.49,2.08,52.73
999.37,-0.94,272.27,-1.62,95.1,5.7,5.42,0.28,3.38,5.43,1276.27,1.97,2.68,48.87
999.35,-0.97,272.25,-1.63,95.2,5.69,5.42,0.27,3.38,5.42,1276.36,2.04,2.96,46.58
999.33,-0.97,272.25,-1.62,95.3,5.69,5.42,0.27,3.38,5.43,1276.35,1.92,2.58,37.57
999.33,-0.99,272.22,-1.63,95.4,5.68,5.42,0.26,3.38,5.42,1276.46,2.1,2.64,41.62
999.35,-0.92,272.29,-1.54,95.5,5.71,5.45,0.26,3.4,5.46,1276.13,1.62,2.22,47.25
999.46,-0.8,272.4,-1.47,95.2,5.76,5.48,0.28,3.42,5.49,1275.7,1.31,1.88,61.08
999.56,-0.78,272.42,-1.49,94.9,5.77,5.48,0.29,3.41,5.48,1275.72,1.49,1.9,40.65
999.56,-0.81,272.39,-1.53,94.8,5.76,5.46,0.3,3.4,5.46,1275.86,2.01,2.52,33.2
999.57,-0.78,272.42,-1.5,94.8,5.77,5.47,0.3,3.41,5.47,1275.75,2.13,2.66,37.49
999.53,-0.66,272.54,-1.43,94.5,5.82,5.5,0.32,3.43,5.5,1275.12,1.78,2.24,36.05
999.45,-0.61,272.59,-1.5,93.7,5.84,5.47,0.37,3.41,5.48,1274.8,2.06,2.76,29.3
999.36,-0.55,272.66,-1.5,93.3,5.87,5.47,0.39,3.41,5.48,1274.42,1.83,2.96,15.14
999.34,-0.36,272.85,-1.43,92.4,5.95,5.5,0.45,3.43,5.5,1273.48,2.18,2.98,48.34
999.32,-0.28,272.94,-1.59,90.8,5.99,5.44,0.55,3.39,5.44,1273.09,2.14,3.12,42.58
999.22,-0.24,272.99,-1.79,89.2,6,5.36,0.65,3.34,5.36,1272.81,2.09,2.72,23.92
999.11,-0.12,273.11,-1.89,87.8,6.05,5.32,0.74,3.32,5.32,1272.16,1.57,2.6,37.92
999.11,-0.02,273.21,-1.91,87,6.1,5.31,0.79,3.31,5.31,1271.7,1.74,2.68,38.13
999.05,-0.06,273.17,-1.99,86.8,6.08,5.28,0.8,3.29,5.28,1271.84,1.79,2.36,34.43
998.95,0.01,273.25,-2,86.3,6.11,5.27,0.84,3.29,5.28,1271.39,2.23,3.2,39.75
998.87,0.01,273.26,-2.14,85.4,6.11,5.22,0.89,3.26,5.23,1271.3,2.32,2.72,39.11
998.84,0.21,273.46,-2.11,84.3,6.2,5.23,0.97,3.26,5.23,1270.33,1.9,2.96,56.32
998.71,0.24,273.5,-2.2,83.6,6.21,5.19,1.02,3.24,5.2,1270.05,2.45,3.2,56.86
998.64,0.21,273.48,-2.33,82.9,6.2,5.14,1.06,3.21,5.15,1270.1,1.85,2.64,67.94
998.59,0.31,273.58,-2.36,82.2,6.25,5.13,1.11,3.2,5.14,1269.6,1.44,2.4,53.92
998.58,0.43,273.7,-2.48,80.7,6.3,5.09,1.22,3.17,5.09,1269.05,1.59,2.28,46.48
998.59,0.45,273.72,-2.77,78.9,6.31,4.98,1.33,3.11,4.98,1269.03,1.14,1.66,60.66
998.6,0.5,273.77,-2.85,78.1,6.33,4.95,1.39,3.09,4.95,1268.81,0.82,1.7,96
998.58,0.62,273.89,-3.07,76.2,6.39,4.87,1.52,3.04,4.88,1268.27,1.24,2.32,178.7
998.57,0.68,273.95,-3.45,73.7,6.42,4.73,1.69,2.95,4.74,1268.04,1.52,2.76,178.2
998.59,0.7,273.97,-4.03,70.5,6.42,4.53,1.9,2.83,4.54,1268.09,1.89,4.21,144.1
998.58,0.67,273.94,-3.94,71.1,6.41,4.56,1.85,2.85,4.57,1268.16,1.96,3.08,102.6
998.51,0.57,273.84,-3.73,72.8,6.37,4.63,1.73,2.89,4.64,1268.53,2.08,2.9,104.5
998.51,0.52,273.8,-3.11,76.5,6.34,4.85,1.49,3.03,4.86,1268.64,1.85,3.16,51.69
998.53,0.37,273.64,-2.43,81.4,6.27,5.11,1.17,3.19,5.11,1269.25,1.58,1.98,24.25
998.58,0.3,273.57,-2.14,83.6,6.24,5.22,1.02,3.26,5.23,1269.59,2.45,3.08,45.88
998.59,0.19,273.46,-2.01,85.1,6.19,5.27,0.92,3.29,5.28,1270.09,2.45,3,35.18
998.59,0.13,273.4,-2,85.5,6.17,5.27,0.89,3.29,5.28,1270.35,1.92,2.68,34.59
998.58,0.13,273.4,-2.02,85.4,6.17,5.27,0.9,3.29,5.27,1270.35,2.18,2.64,36.46
998.59,0.1,273.37,-1.98,85.8,6.15,5.28,0.87,3.29,5.29,1270.49,2.7,3.65,34.84
998.59,0.05,273.32,-2,86,6.13,5.27,0.86,3.29,5.28,1270.71,2.7,3.41,37.52
998.59,0.07,273.34,-1.87,86.7,6.14,5.32,0.82,3.32,5.33,1270.62,2.26,3.16,42.19
998.66,0.03,273.29,-1.86,87,6.12,5.33,0.8,3.32,5.33,1270.89,2.37,3.04,35.63
998.56,-0.01,273.27,-1.87,87.2,6.11,5.32,0.78,3.32,5.33,1270.92,2.73,3.69,39.34
998.55,0.02,273.29,-1.83,87.3,6.11,5.34,0.78,3.33,5.35,1270.8,1.77,2.84,42.53
998.61,0.06,273.33,-1.83,87,6.14,5.34,0.8,3.33,5.34,1270.66,1.93,2.74,44.81
998.61,0.09,273.36,-2.23,84.3,6.15,5.18,0.97,3.23,5.19,1270.61,1.47,1.96,38.48
998.74,0.2,273.46,-2.57,81.5,6.2,5.05,1.15,3.15,5.06,1270.32,1.53,2.36,43.12
998.85,0.11,273.36,-2.19,84.4,6.16,5.2,0.96,3.24,5.2,1270.81,1.61,2.32,38.53
998.94,0.05,273.29,-2.07,85.6,6.13,5.25,0.88,3.27,5.25,1271.2,1.57,2.36,37.11
998.95,0,273.24,-2.1,85.7,6.11,5.23,0.87,3.26,5.24,1271.46,0.98,1.64,23.31
998.96,0.08,273.32,-2.07,85.4,6.14,5.25,0.9,3.27,5.25,1271.07,1.21,1.96,41.35
998.97,0.11,273.35,-1.88,86.4,6.16,5.32,0.84,3.32,5.32,1270.92,1.13,1.74,52.11
999.05,0.09,273.32,-2.08,85.3,6.15,5.24,0.9,3.27,5.25,1271.16,1.24,1.96,80.9
999.08,0.13,273.36,-2.34,83.4,6.16,5.14,1.02,3.21,5.15,1271.05,0.9,1.88,81.5
999.11,0.14,273.37,-2.58,81.8,6.17,5.05,1.12,3.15,5.05,1271.06,1.27,2.88,126.9
999.15,0.2,273.43,-2.86,79.8,6.2,4.95,1.25,3.08,4.95,1270.91,1.99,2.74,129.9
999.2,0.23,273.45,-2.83,79.8,6.21,4.96,1.25,3.09,4.96,1270.82,1.91,3,113.1
999.24,0.2,273.41,-2.91,79.5,6.2,4.93,1.27,3.07,4.93,1271.05,1.83,3.14,132.8
999.32,0.21,273.42,-2.86,79.7,6.2,4.94,1.26,3.08,4.95,1271.06,1.29,2.44,135.5
999.31,0.17,273.38,-3.09,78.6,6.18,4.86,1.32,3.03,4.86,1271.29,1.5,2.8,131.2
999.31,0.08,273.3,-3.4,77.3,6.14,4.75,1.39,2.96,4.75,1271.75,2.35,3.81,107.4
999.21,-0.01,273.22,-3.53,77,6.11,4.7,1.4,2.93,4.7,1272.05,2.47,4.13,113.7
999.18,-0.06,273.16,-3.62,76.8,6.08,4.67,1.41,2.91,4.67,1272.28,2.27,4.35,90.2
999.2,-0.08,273.15,-4.18,73.7,6.07,4.48,1.6,2.79,4.48,1272.47,1.79,3.08,87
999.27,-0.09,273.13,-4.09,74.3,6.07,4.51,1.56,2.81,4.51,1272.6,1.59,2.44,87.3
999.3,-0.14,273.08,-4.1,74.5,6.05,4.5,1.54,2.81,4.51,1272.87,1.73,2.7,98.4
999.3,-0.14,273.08,-4.1,74.5,6.05,4.5,1.54,2.81,4.51,1272.87,1.44,2.52,104.1
999.28,-0.1,273.11,-4.28,73.3,6.06,4.44,1.62,2.77,4.45,1272.72,1.71,2.86,128.2
999.32,-0.11,273.1,-4.51,72.1,6.06,4.37,1.69,2.72,4.37,1272.84,1.63,2.96,121.5
999.31,-0.17,273.04,-4.62,71.8,6.03,4.33,1.7,2.7,4.33,1273.13,2.46,4.17,130
999.33,-0.21,273,-4.64,71.9,6.02,4.33,1.69,2.7,4.33,1273.33,2.06,3.97,130.4
999.34,-0.35,272.87,-4.79,71.8,5.96,4.28,1.68,2.67,4.28,1274.01,1.98,2.92,92.5
999.43,-0.34,272.86,-4.71,72.2,5.96,4.3,1.66,2.68,4.3,1274.11,1.7,2.56,114.4
999.49,-0.36,272.84,-4.72,72.2,5.95,4.3,1.65,2.68,4.3,1274.24,1.43,2.6,86.4
999.56,-0.37,272.83,-4.75,72.1,5.95,4.29,1.66,2.67,4.29,1274.38,1.3,2.24,88.6
999.57,-0.36,272.83,-4.71,72.3,5.95,4.3,1.65,2.68,4.3,1274.36,1.23,2.16,85.2
999.57,-0.38,272.82,-4.64,72.8,5.94,4.33,1.62,2.7,4.33,1274.43,0.75,1.52,79.9
999.49,-0.41,272.79,-4.56,73.4,5.93,4.35,1.58,2.71,4.35,1274.45,1.57,2.04,69.81
999.39,-0.48,272.73,-4.43,74.5,5.9,4.39,1.5,2.74,4.4,1274.63,1.85,2.46,74.1
999.41,-0.47,272.73,-4.53,73.9,5.9,4.36,1.54,2.72,4.36,1274.65,2.13,2.88,77.8
999.47,-0.47,272.73,-4.31,75.1,5.9,4.43,1.47,2.76,4.44,1274.67,1.77,2.58,106.3
999.54,-0.47,272.72,-4.2,75.8,5.9,4.47,1.43,2.79,4.47,1274.76,1.59,2.32,110.5
999.57,-0.49,272.7,-4.41,74.7,5.89,4.4,1.49,2.74,4.4,1274.92,1.83,2.92,89.9
999.56,-0.47,272.72,-4.57,73.7,5.9,4.35,1.55,2.71,4.35,1274.85,1.72,3.69,98.5
999.57,-0.51,272.68,-4.58,73.8,5.88,4.34,1.54,2.71,4.34,1275.03,1.74,3.18,105.9
999.56,-0.49,272.71,-4.6,73.6,5.89,4.34,1.56,2.7,4.34,1274.92,1.45,2.72,104.7
999.57,-0.48,272.71,-4.54,73.9,5.9,4.36,1.54,2.72,4.36,1274.89,1.56,2.52,98.6
999.65,-0.54,272.65,-4.58,74,5.87,4.35,1.53,2.71,4.35,1275.27,1.52,2.44,84.2
999.69,-0.55,272.63,-4.64,73.7,5.87,4.32,1.54,2.69,4.33,1275.39,1.3,2.74,95.4
999.77,-0.57,272.6,-4.74,73.3,5.86,4.29,1.56,2.68,4.29,1275.61,1.51,2.66,88
999.8,-0.6,272.57,-4.84,72.9,5.84,4.26,1.58,2.65,4.26,1275.82,2.09,4.79,92.6
999.75,-0.59,272.59,-5.04,71.7,5.85,4.19,1.66,2.61,4.2,1275.71,2.62,4.69,141.9
999.68,-0.61,272.58,-5,72,5.84,4.21,1.64,2.62,4.21,1275.69,2.56,4.11,132
999.67,-0.58,272.61,-4.76,73.2,5.86,4.29,1.57,2.67,4.29,1275.51,2.16,3.89,141.5
999.65,-0.55,272.63,-4.68,73.5,5.87,4.31,1.55,2.69,4.31,1275.36,1.8,2.9,158.8
999.68,-0.57,272.61,-4.73,73.3,5.86,4.29,1.56,2.68,4.3,1275.48,2.23,3.53,163.3
999.66,-0.6,272.59,-4.7,73.6,5.85,4.3,1.54,2.68,4.3,1275.57,2.26,3.77,161.4
999.62,-0.61,272.58,-4.68,73.8,5.84,4.31,1.53,2.69,4.31,1275.57,2.43,3.85,149.1
999.62,-0.61,272.58,-4.65,74,5.84,4.32,1.52,2.69,4.32,1275.6,1.85,2.74,166.9
999.66,-0.6,272.58,-4.55,74.5,5.84,4.35,1.49,2.71,4.36,1275.58,1.47,2.2,166.4
999.6,-0.61,272.58,-4.43,75.2,5.84,4.39,1.45,2.74,4.39,1275.52,1.62,3.08,148.9
999.56,-0.56,272.63,-4.32,75.6,5.86,4.43,1.43,2.76,4.43,1275.23,1.42,1.92,136.5
999.6,-0.61,272.59,-4.41,75.3,5.84,4.4,1.44,2.74,4.4,1275.5,1.49,2.3,144.4
999.6,-0.62,272.58,-4.39,75.5,5.84,4.41,1.43,2.75,4.41,1275.54,1.6,2.52,146.3
999.57,-0.64,272.56,-4.28,76.2,5.83,4.44,1.39,2.77,4.44,1275.57,1.44,2.64,161.2
999.59,-0.61,272.58,-4.19,76.6,5.84,4.48,1.37,2.79,4.48,1275.45,1.21,1.96,164.7
999.57,-0.63,272.57,-4.31,76,5.83,4.43,1.4,2.76,4.44,1275.53,2.12,3.04,160.5
999.48,-0.64,272.56,-4.38,75.7,5.83,4.41,1.42,2.75,4.41,1275.51,1.66,2.64,132.5
999.47,-0.61,272.59,-4.38,75.5,5.84,4.41,1.43,2.75,4.41,1275.36,1.46,2.6,144.5
999.57,-0.62,272.57,-4.41,75.4,5.84,4.4,1.44,2.74,4.4,1275.53,1.96,2.72,146.6
999.6,-0.67,272.53,-4.33,76.1,5.82,4.43,1.39,2.76,4.43,1275.76,1.47,2.92,168.7
999.65,-0.7,272.49,-4.34,76.2,5.8,4.42,1.38,2.76,4.42,1275.98,2.08,3.49,181.5
999.63,-0.71,272.48,-4.46,75.6,5.8,4.38,1.41,2.73,4.39,1276.03,1.29,2.12,182.9
999.57,-0.69,272.5,-4.51,75.2,5.81,4.37,1.44,2.72,4.37,1275.87,0.93,1.56,194.3
999.63,-0.73,272.46,-4.55,75.2,5.79,4.35,1.44,2.71,4.36,1276.13,1.12,1.8,156.3
999.63,-0.79,272.4,-4.41,76.3,5.77,4.4,1.37,2.74,4.4,1276.38,1.18,1.76,150.1
999.67,-0.74,272.45,-4.29,76.7,5.79,4.44,1.35,2.77,4.44,1276.18,0.69,1.2,143.2
999.76,-0.87,272.31,-4.46,76.5,5.73,4.38,1.35,2.73,4.38,1276.96,0.89,1.32,204.1
999.81,-0.94,272.24,-4.42,77.1,5.7,4.4,1.31,2.74,4.4,1277.32,0.39,0.92,172.3
999.81,-0.86,272.31,-4.37,77,5.73,4.42,1.32,2.75,4.42,1276.96,0.51,1.08,114.5
999.73,-0.91,272.27,-4.31,77.6,5.72,4.44,1.28,2.76,4.44,1277.05,0.55,1.22,186.8
999.79,-1.05,272.13,-4.43,77.7,5.66,4.39,1.26,2.74,4.4,1277.82,0.57,1.32,136.9
999.81,-1.13,272.04,-4.56,77.4,5.62,4.35,1.27,2.71,4.35,1278.25,1.11,1.84,146.6
999.85,-1.3,271.88,-4.57,78.3,5.55,4.35,1.21,2.71,4.35,1279.08,0.67,1.24,108.1
999.9,-1.36,271.8,-4.53,78.9,5.53,4.36,1.17,2.72,4.36,1279.45,0.49,0.88,155.7
999.94,-1.62,271.55,-4.53,80.4,5.42,4.36,1.06,2.72,4.36,1280.71,0.55,1.2,197.7
1000.02,-1.72,271.44,-4.55,80.9,5.38,4.35,1.03,2.71,4.35,1281.29,0.57,1.26,191.8
1000.1,-1.87,271.29,-4.51,82,5.33,4.37,0.96,2.72,4.37,1282.08,0.52,1.44,187.9
1000.16,-2.01,271.14,-4.51,82.9,5.27,4.37,0.9,2.72,4.37,1282.82,0.94,1.44,200.9
1000.16,-2.17,270.98,-4.46,84.2,5.21,4.38,0.82,2.73,4.38,1283.59,1.13,1.8,208.7
1000.19,-2.25,270.9,-4.44,84.8,5.18,4.39,0.79,2.73,4.39,1283.98,1.02,1.52,205.5
1000.24,-2.31,270.83,-4.5,84.8,5.15,4.37,0.78,2.72,4.37,1284.36,1.17,1.68,200.8
1000.31,-2.38,270.75,-4.56,84.9,5.12,4.35,0.77,2.71,4.35,1284.82,1.14,1.66,201.2
1000.44,-2.47,270.65,-4.62,85.1,5.09,4.33,0.76,2.7,4.33,1285.41,1.02,1.76,215.7
1000.53,-2.54,270.58,-4.63,85.4,5.07,4.33,0.74,2.69,4.32,1285.83,0.94,1.4,207.2
1000.7,-2.42,270.69,-4.52,85.4,5.11,4.37,0.75,2.72,4.36,1285.46,0.63,1.2,181.7
1000.84,-2.24,270.85,-4.49,84.5,5.18,4.38,0.8,2.72,4.37,1284.82,0.47,0.8,185.9
1000.96,-2.12,270.97,-4.5,83.6,5.23,4.37,0.86,2.72,4.36,1284.38,0.67,1.2,131.4
